index,salary,description_tokens
8123,,"['aws', 'javascript', 'redshift', 'snowflake', 'python', 'sql']"
8124,18Ð22 an hour,[]
8125,30Ð40 an hour,
8126,35Ð42 an hour,"['word', 'excel']"
8127,65Ð74 an hour,
8128,65Ð80 an hour,"['pyspark', 'julia', 'python', 'scala', 'r', 'java', 'sql']"
8129,65Ð80 an hour,"['pyspark', 'julia', 'python', 'scala', 'r', 'java', 'sql']"
8130,74KÐ83K a year,
8131,95Ð100 an hour,"['spark', 'numpy', 'python', 'pandas', 'sql']"
8132,77KÐ110K a year,
8133,100KÐ150K a year,
8134,110KÐ130K a year,
8135,25.50Ð31.25 an hour,"['crystal', 'co"
8136,,
8137,,
8138,"172,837Ð192,041 a year",
8139,,
8140,,
8141,,[]
8142,,
8143,,"['ssis', 'sql']"
8144,,[]
8145,,"['t-sql', 'tableau', 'pl/sql', 'sql']"
8146,,"['python', 'tableau', 'sql']"
8147,,"['outlook', 'excel', 'sql']"
8148,,[]
8149,,[]
8150,,[]
8151,,
8152,,
8153,,
8154,,
8155,,
8156,,"['python', 'tableau', 'sql', 'snowflake']"
8157,,"['python', 'ta"
8158,,
8159,,['sql']
8160,,"['powershell', 'azure', 'sql']"
8161,,
8162,,
8163,30 an hour,"['excel', 'sql']"
8164,75K a year,
8165,,
8166,,
8167,,
8168,,"['mysql', 'snowflake', 'sap', 'sql']"
8169,,"['qlik', 'excel', 'power_bi', 'jira', 'tableau', 'sql']"
8170,,"['crystal', 'excel', 'sharepoint']"
8171,,"['ssrs', 'excel', 'ssis', 'power_bi', 'tableau', 'sql', 'c']"
8172,,"['alteryx', 'python', 'tableau', 'sql']"
8173,,"['r', 'sas', 'sql']"
8174,,['sq
8175,,['go']
8176,,"['spark', 'python', 'mongodb', 'sql']"
8177,,"['python', 'jira', 'tableau', 'sql', 'power_bi']"
8178,,"['aws', 'redshift']"
8179,,"['ssis', 'azure', 'sql']"
8180,,"['looker', 'postgres', 'tableau', 'sql', 'snowflake']"
8181,,"['python', 'scala']"
8182,,
8183,,"['python', 'scala']"
8184,,"['cognos', 'javascript', 'alteryx', 'snowflake', 'python'"
8185,,"['cognos', 'javascript', 'alteryx', 'snowflake', 'python'"
8186,,"['go', 'sql', 'excel']"
8187,,
8188,,"['excel', 'sql']"
8189,,"['excel', 'sql']"
8190,,[]
8191,,[]
8192,,"['postgresql', 'sql']"
8193,,"['excel', 'tableau', 'sql']"
8194,,"['asp.net', 'crystal', 'javascript'"
8195,,"['azure', 'python', 'keras', 'r', 'git', 'pytorch', 'tensorflow', 'tableau', 'sql', 'snowflake', 'mxnet', 'aws']"
8196,,
8197,,[]
8198,,
8199,,"['python', 'spss', 'r']"
8200,,
8201,,
8202,,"['tableau', 'sql', 'excel', 'power_bi']"
8203,,"['power_bi', 'sharepoint', 'tableau']"
8204,,
8205,,[]
8206,,"['power_bi', 'excel', 'sap', 'tableau', 'sql']"
8207,,
8208,,
8209,,
8210,,
8211,,
8212,,"['excel', 'r', 'sas', 'sql']"
8213,,"['hadoop', 'python', 'scala', 'nosql', 'azure', 'java']"
8214,,"['outlook', 'word', 'excel', 'p"
8215,,
8216,,['python']
8217,,
8218,,
8219,,
8220,,"['snowflake', 'python', 'linux', 'r', 'sas']"
8221,,['aws']
8222,,"['azure', 't-sql', 'gcp', 'ja"
8223,27Ð33 an hour,[]
8224,27Ð33 an hour,[]
8225,35Ð42 an hour,[]
8226,35Ð45 an hour,"['excel', 'power_bi', 'sap']"
8227,35Ð50 an hour,"['ssrs', 'python',"
8228,,
8229,45Ð48 an hour,"['excel', 'powerpoint', 'tableau', 'sql']"
8230,65Ð75 an hour,"['gdpr', 'azure']"
8231,70Ð80 an hour,"['power_bi', 'sql']"
8232,80Ð90 an hour,
8233,80Ð90 an hour,
8234,60KÐ70K a year,"['excel', 'power_bi', 'powerpoint', 'tabl"
8235,70KÐ85K a year,
8236,70KÐ90K a year,"['power_bi', 'tab"
8237,74KÐ83K a year,
8238,69KÐ111K a year,"['power_bi', 'looker', 'tableau', 'sql']"
8239,95KÐ120K a year,
8240,,
8241,110KÐ140K a year,
8242,150KÐ170K a year,"['python', 'looker', 'tableau', 'r', 'git', 'sql']"
8243,,['sas']
8244,,"['mysql', 'visio', 'sql']"
8245,,"['mysql', 'visio', 'sql']"
8246,,"['tableau', 'excel', 'power_bi']"
8247,,"['alteryx', 'tableau', 'jira', 'sql', 'power_bi']"
8248,,[]
8249,,['scala']
8250,,
8251,,"['excel', 'sql']"
8252,,"['bigquery', 'powershell', 'gcp', 'redshift', 'snowflake', 'python', 'sap', 'azure', 'bash', 'linux', 'aws'"
8253,,"['python', 'exc"
8254,,"['azure', 'python', 'r', 'word', 'jira', 'sql', 'aws']"
8255,,"['mysql', 'python', 'aws']"
8256,,['sql']
8257,,[]
8258,,
8259,,
8260,,"['azure', 'ta"
8261,,
8262,,
8263,,
8264,,
8265,,
8266,,"['python', 'sql']"
8267,,"['looker', 'tableau', 'sql']"
8268,22 an hour,[]
8269,50 an hour,
8270,,"['ssrs', 'ssis', 'tableau', 'sql']"
8271,,"['javascript', 'sql']"
8272,,[]
8273,,
8274,,['python']
8275,,
8276,,[]
8277,,
8278,,[]
8279,,"['python', 'sql']"
8280,,
8281,,
8282,,['python']
8283,,"['crystal', 'alteryx', 'excel', 'tableau', 'elixir', 'sql']"
8284,,"['crystal', 'alteryx', 'excel', 'tableau', 'elixir', 'sql']"
8285,,"['crystal', 'alteryx', 'tableau', 'elixir', 'sql', 'excel']"
8286,,[]
8287,,[]
8288,,[]
8289,,
8290,,"['pandas', 'gcp', 'python', 'keras', 'pytorch', 'tensorflow', 'sql', 'numpy', 'mxnet', 'aws']"
8291,,"['go', 'sql', 'excel']"
8292,,"['hadoop', 'azure', 'spark', 'power_bi', 'python', 'r', 'go', 'tableau', 'sql', 'power_bi', 'aws']"
8293,,"['hadoop', 'azure', 'spark', 'power_bi', 'python', 'r', 'go', 'tableau', 'sql', 'power_bi', 'aws']"
8294,,['sql']
8295,,"['azure', 't-sql', 'ssrs', 'ssis', 'gi"
8296,,
8297,,['sql']
8298,,"['python', 'tableau', 'sql']"
8299,,"['word', 'excel', 'powerpoint']"
8300,,"['word', 'excel', 'powerpoint', 'sql']"
8301,,"['qlik', 'alteryx', 'python', 'sql']"
8302,,
8303,,
8304,,['sql']
8305,,['visual_basic'
8306,,
8307,,
8308,,"['cognos', 'powerpoint', 'sql', 'excel', 'power_bi']"
8309,,['tableau']
8310,,"['azure', 'power_bi', 'tableau', 'jira', 'sno"
8311,,"['azure', 'power_bi', 'tableau', 'jira', 'sno"
8312,,"['azure', 'power_bi', 'tableau', 'jira', 'sno"
8313,,"['ggplot2', 'dplyr', 'numpy', 'power_bi', 'seaborn', 'looker', 'tableau', 'matplotlib', 'pandas', 'sql']"
8314,,
8315,,
8316,,
8317,,
8318,,"['spark', 'pyspark', 'gcp', 'snowflake', 'python', 'azure', 'aws', 'sql']"
8319,,"['spark', 'pyspark', 'gcp', 'snowflake', 'python', 'azure', 'aws', 'sql']"
8320,,"['vba', 'excel', 'sql', 'tableau']"
8321,,"['aws', 'pyspark', 'azure', 'sql']"
8322,,"['aws', 'pyspark', 'azure', 'sql']"
8323,,
8324,,
8325,,"['aws', 'pyspark', 'azure', 'sql']"
8326,,
8327,,"['snowflake', 'azure', 'jira']"
8328,,"['vba', 'sql']"
8329,,[]
8330,,"['python', 'excel', 'power_bi', 'spreadsheet', 'tableau', 'r', 'sql']"
8331,,"['snowflake', 'python', 'sql']"
8332,,"['snowflake', 'python', 'sql']"
8333,,"['power_bi', 'azure', 'sql']"
8334,,"['power_bi', 'azure', 'sql']"
8335,,"['python', 'nosql', 'tableau', 'r', 'sql']"
8336,,"['python', 'nosql', 'tableau', 'r', 'sql']"
8337,,"['tableau', 'sql']"
8338,,[]
8339,,"['sap', 'tableau']"
8340,,"['snowflake', 'power_bi', 'linux', 'mongo', 'sql']"
8341,,
8342,,"['numpy', 'python', 'tensorflow', 'scikit-learn', 'pandas', 'pytorch', 'nltk', 'sql']"
8343,,"['python', 'excel', 'sql', 'jira']"
8344,,
8345,,"['hadoop', 'spark', 'python', 'tensorflow', 'azure', 'keras', 'r', 'aws', 'matlab', 'sas', 'sql', 'pytorch']"
8346,,"['python', 'excel', 'java', 'c++']"
8347,,"['qlik', 'python',"
8348,,
8349,,
8350,,[]
8351,,
8352,,"['ssis', 'sql']"
8353,,"['excel', 'power_bi', 'powerpoint', 'tableau']"
8354,,['go']
8355,,"['excel', 'powerpoint']"
8356,,
8357,,
8358,30Ð40 an hour,"['python', 'excel', 'sql', 'jira']"
8359,32Ð38 an hour,"['excel', 'sap', 'azure']"
8360,35Ð40 an hour,"['hadoop', 'spark', 'python', 'linux/unix', 'scala', 'tableau', 'r', 'java', 'c++']"
8361,35Ð40 an hour,"['hadoop', 'tableau', 'r', 'sql']"
8362,50Ð70 an hour,['sql']
8363,60Ð71 an hour,
8364,65Ð80 an hour,"['excel', 'sql']"
8365,70Ð80 an hour,"['power_bi', 'sql']"
8366,70Ð85 an hour,"['power_bi', 'python', 'splunk', 'tableau', 'r"
8367,80Ð88 an hour,
8368,60KÐ70K a year,"['hadoop', 'azure', 'gcp', 'python', 'sql', 'snowflake', 'power_bi', 'aws']"
8369,65KÐ75K a year,"['power_bi', 'dax',"
8370,80KÐ90K a ye,
8371,,[]
8372,65KÐ110K a year,
8373,65KÐ110K a year,
8374,80KÐ130K a year,"['alteryx', 'sql']"
8375,80KÐ140K a year,['sql']
8376,85KÐ110K a year,['spreadsheet']
8377,90KÐ110K a year,"['python', 'r', 'sas', 'sql']"
8378,100KÐ150K a year,['sql']
8379,110KÐ135K a year,"['sap', 'sql']"
8380,115KÐ135K a year,
8381,115KÐ135K a year,
8382,180KÐ230K a year,
8383,180KÐ230K a year,
8384,,
8385,,
8386,,
8387,,"['python', 'azure', 'r']"
8388,,"['python', 'azure', 'r']"
8389,,"['numpy', 'redshift', 'python', 'tableau', 'aws', 'git', 'pandas', 'sql', 'jupyter']"
8390,,"['numpy', 'redshift', 'python', 'tableau', 'aws'"
8391,,
8392,,
8393,,
8394,,
8395,,"['outlook', 'word', 'excel', 'spreadsheet', 'sql']"
8396,,"['outlook', 'word', 'excel', 'spreadsheet', 'sql']"
8397,,"['qlik', 'javascript', 'python', 'power_bi', 'tableau', 'sql']"
8398,,"['hadoop', 'python', 'scala', 'tableau', 'r', 'java', 'c++', 'sql']"
8399,,"['python', 'sas', 'power_bi', 'sql']"
8400,,[]
8401,,[]
8402,,[]
8403,,[]
8404,,[]
8405,,[]
8406,,[]
8407,,[]
8408,,[]
8409,,
8410,,
8411,,
8412,,
8413,,
8414,,
8415,,
8416,,
8417,,
8418,,
8419,,"['hadoop', 'jira', 'sql']"
8420,,['excel']
8421,,['sql']
8422,,"['python', 'sql']"
8423,,"['bigquery', 'python', 'looker', 'tableau', 'r', 'sql']"
8424,,"['sas', 'spreadsheet', 'r', 'tableau', 'sql', 'excel']"
8425,,"['python', 'excel', 'spss', 'tableau', 'r', 'sql']"
8426,,"['hadoop', 'power_bi', 'vba', 'excel', 'nosql',"
8427,,"['power_bi', 'az"
8428,,"['power_bi', 'tableau']"
8429,,['
8430,,
8431,,"['word', 'powerpoint', 'sql', 'excel']"
8432,,"['word', 'powerpoint', 'sql', 'excel']"
8433,,['sql']
8434,,"['snowflake', 'aws', 'sql', 'c']"
8435,,"['snowflake', 'aws', 'sql', 'c']"
8436,,['ou
8437,,"['sas', 'power_bi', 'python', 'r', 'tableau', 'spss']"
8438,,"['excel', 'power_bi', 'tableau', 'sql']"
8439,,"['excel', 'power_bi', 'tableau', 'sql']"
8440,,"['bigquery', 'excel', 'looker', 'sql']"
8441,,"['python', 'aws', 'sql']"
8442,,"['python', 'aws', 'sql']"
8443,,['scala']
8444,,
8445,,"['vba', 'python', 'power_bi', 'tableau', 'r', 'sql']"
8446,,"['python', 'r', 'jira', 'tableau', 'sql', 'redshift', 'snowflake', 'power_bi']"
8447,,
8448,,
8449,,['looker']
8450,,"['javascript', 'ssis', 'nosql']"
8451,,"['python', 'tableau', 'r', 'sql']"
8452,,"['r', 'sas']"
8453,,
8454,,[]
8455,,"['word', 'python', 'excel', 'powerpoint', 'visio', 'tabl"
8456,,"['vba', 'excel']"
8457,,
8458,,"['python', 'r', 'git']"
8459,,[]
8460,,[]
8461,,"['power_bi', 'ssrs', 'python', 'excel', 'ssis', 'power_bi', 'powerpoint', 'r', 'sql']"
8462,,"['power_bi', 'ssrs', 'python', 'excel', 'ssis', 'power_bi', 'powerpoint', 'r', 'sql']"
8463,,"['power_bi', 'ssrs', 'python', 'excel', 'ssis', 'power_bi', 'powerpoint', 'r', 'sql']"
8464,,"['cognos', 'javascript', 'alteryx', 'snowflake', 'python'"
8465,,[]
8466,,
8467,,
8468,,"['word', 'crystal', 'spreadsheet', 'sql']"
8469,,
8470,,"['python', 'excel', 'tableau', 'r'"
8471,,"['python', 'excel', 'tableau', 'r'"
8472,,"['hadoop', 'spark', 'python', 'spss', 'r',"
8473,,
8474,,
8475,,[]
8476,,
8477,,
8478,,"['azure', 'git', 'dax', 'snowflake', 'power_bi']"
8479,,
8480,,"['python', 'r', 'sas',"
8481,,
8482,,
8483,,
8484,,"['power_bi', 'vba'"
8485,,
8486,,"['python', 'tableau', 'sql']"
8487,,"['python', 'excel', 'pow"
8488,,
8489,,
8490,,
8491,,
8492,,"['vba', 'excel', 'sql']"
8493,,
8494,,
8495,,
8496,,
8497,,
8498,,
8499,,"['snowflake', 'azure', 'sql']"
8500,,[]
8501,,[]
8502,,
8503,,"['outlook', 'excel']"
8504,,
8505,,
8506,,
8507,,"['pyspark', 'azure', 'sql']"
8508,,
8509,,
8510,,['c']
8511,,
8512,,
8513,,
8514,,
8515,,[]
8516,,
8517,,"['sql', 'excel']"
8518,,
8519,,"['power_bi', 'snowflake', 'python', 'j"
8520,,
8521,,"['spark', 'pyspark', 'snowflake', 'python', 'go', 'azure', 'sql']"
8522,,
8523,,
8524,,"['redshift', 'python', 'aws', 'sql']"
8525,,"['redshift', 'python', 'aws', 'sql']"
8526,,"['r', 'python', 'sas', 'power_bi', 'microstrategy', 'sql', 'tableau']"
8527,,
8528,,['outl
8529,,"['excel', 'go', 'sap']"
8530,,"['python', 'azure', 'sql', 'unix']"
8531,,[]
8532,,
8533,,[]
8534,,"['redshift', 'python', 'aws', 'sql']"
8535,,"['redshift', 'python', 'aws', 'sql']"
8536,,"['python', 'r', 'qlik', 'sql']"
8537,,
8538,,"['hadoop', 'azure', 'spark', 't-sql', 'python', 'r', 'docker']"
8539,,"['excel', 'tableau', 'sas', 'sql']"
8540,,
8541,,"['python', 'excel', 'jira', 'sql']"
8542,,[]
8543,,['alteryx']
8544,,"['redshift',"
8545,,"['python', 'excel', 'powerpoint', 'spss', 'r', 'sas', 'sql']"
8546,,"['spark', 'azure']"
8547,,[]
8548,,['go']
8549,,
8550,,
8551,33Ð37 an hour,
8552,35Ð40 an hour,['sql']
8553,35Ð55 an hour,"['vba', 'excel', 'power_bi', 'sharepoint', 'azure', 'aws', 'sql']"
8554,40Ð50 an hour,['sql']
8555,40Ð50 an hour,['sql']
8556,50Ð60 an hour,"['excel', 'sql']"
8557,50Ð60 an hour,"['excel', 'sql']"
8558,50Ð60 an hour,"['python', '"
8559,55Ð58 an hour,
8560,60Ð75 an hour,"['tableau', 'sql'"
8561,,
8562,,
8563,65KÐ75K a year,
8564,,
8565,65KÐ85K a year,
8566,65KÐ85K a year,
8567,70KÐ81K a year,"['word',"
8568,70KÐ81K a year,"['word', 'ex"
8569,85KÐ95K a year,"['sap', 'azure', 'spark', 'python',"
8570,,
8571,,
8572,,
8573,,
8574,,
8575,97KÐ130,
8576,97KÐ130K a,
8577,120KÐ140K a year,
8578,125KÐ156K a year,"['power_bi', 'python', 'sql']"
8579,150KÐ200K a year,"['hadoop', 'pyspark', 'mysql', 'postgresql', 'azure',"
8580,150KÐ200K a year,
8581,150KÐ200K a year,
8582,180KÐ230K a year,
8583,180KÐ230K a year,
8584,73.03Ð88.46 an hour,
8585,,"['sas', 'py"
8586,,
8587,,
8588,,"['cognos', 'snowflake', 'power_bi', 'tableau', 'sql']"
8589,,"['spark', 'gcp', 'python', 'power_bi', 'looker', 'scala', 'tabl"
8590,,
8591,,
8592,,
8593,,
8594,,
8595,,
8596,,['sql']
8597,,"['css', 'r', 'html']"
8598,,"['hadoop', 'spark', 'bigquery', 'redshift', 'python', 'power_bi', 'scala', 'nosql', 'azure', 'tableau', 'java', 'sql']"
8599,,"['hadoop', 'spark', 'bigquery', 'redshift', 'python', 'power_bi', 'scala', 'nosql', 'azure', 'tableau', 'java', 'sql']"
8600,,['azur
8601,,"['spark', 'gcp', 'python', 'power_bi', 'looker', 'scala', '"
8602,,"['spark', 'gcp', 'python', 'power_bi', 'looker', 'scala', '"
8603,,"['spreadsheet', 'pandas', 'cognos', 'python', 'matplotlib', 'r', 'github', 'sql', 'numpy', 'excel', 'power_bi']"
8604,,"['powershell', 'tableau', 'sql']"
8605,,[]
8606,,[]
8607,,[]
8608,,"['spark', 'python', 'r', 'c++', 'tensorflow', 'scala', 'java', 'sql', 'nosql']"
8609,,"['spark', 'python', 'r', 'c++', 'tensorflow', 'scala', 'java', 'sql', 'nosql']"
8610,,['sql']
8611,,['sql']
8612,,[]
8613,,"['sas', 'python', 'powerpoint', 'tableau', 'sql', 'excel']"
8614,,[]
8615,,
8616,80 an hour,[]
8617,,"['excel', 'tableau', 'sas', 'sql']"
8618,,[]
8619,125K a year,"['python', 'tableau', 'r', 'sas']"
8620,125K a year,"['python', 'tableau', 'r', 'sas']"
8621,,['jira']
8622,,"['azure', 'spark', 'python', 'scala', 'snowflake', 'power_bi', 'aws']"
8623,,"['azure', 'spark', 'python', 'scala', 'snowflake', 'power_bi', 'aws']"
8624,,[]
8625,,[]
8626,,"['python', 'looker', 'r', 'airflow', 'tableau', 'sql', 'snowflake', 'aws']"
8627,,['atlassian']
8628,,['atlassian']
8629,,
8630,,"['python', 'sql', 'excel']"
8631,,
8632,,
8633,,"['python', 'r', 'word', 'powerpoint', 'tableau', 'sql',"
8634,,
8635,,
8636,,
8637,,[]
8638,,
8639,,"['python', 'sql', '"
8640,,
8641,,
8642,,
8643,,
8644,,
8645,,"['t-sql', 'ssis', 'power_bi', 'sharepoint', 'aws', 'sql']"
8646,,['alter
8647,,
8648,,"['python', 'power_bi', 'tableau', 'sql']"
8649,,['sql']
8650,,
8651,,"['python', 'rust', 'c']"
8652,,"['python', 'rust', 'c']"
8653,,
8654,,
8655,,
8656,,"['excel', 'power_bi']"
8657,,['linux']
8658,,"['mongodb', 'pandas', 'power_bi', 'seaborn', 'python', 'keras', 'matplotlib', 'r', 'qlik', 'tableau', 'sql', 'numpy', 'power_bi', 'splunk', 'nosql']"
8659,,"['python', 'r', 'tableau', 'sql', 'power_bi']"
8660,,"['hadoop', 'spark', 'scala', 'nosql', 'mongodb', 'tableau', 'java']"
8661,,
8662,,"['tableau', 'sas']"
8663,,"['power_bi', 'ssrs', 'python', 'excel', 'ssis', 'power_bi', 'powerpoint', 'r', 'sql']"
8664,,"['power_bi', 'ssrs', 'python', 'excel', 'ssis', 'power_bi', 'powerpoint', 'r', 'sql']"
8665,,['python']
8666,,"['sharepoint', 'tableau', 'sql']"
8667,,"['sharepoint', 'tableau', 'sql']"
8668,,"['pandas', 'python', 'scikit-learn', 'sql', 'bigquery', 'numpy']"
8669,,['excel']
8670,,"['tableau', 'sql', 'excel']"
8671,,"['hadoop', 'spark', 'scala', 'nosql', 'mongodb', 'tableau', 'java']"
8672,,[]
8673,,
8674,,
8675,,
8676,,"['go', 'sql', 'aws']"
8677,,
8678,,
8679,,"['ssrs', 'power_bi', 'tableau', 'sql']"
8680,,"['ssrs', 'power_bi', 'tableau', 'sql'"
8681,,"['python', 'r', 'dax', 'powerpoint', 'sql']"
8682,,"['azure', 'sas', 'r', 'tableau', 'sql', 'power_bi']"
8683,,"['azure', 'sas', 'r', 'tableau', 'sql', 'power_bi']"
8684,,"['sas', 'python', 'r', 'tableau', 'sql', 'gdpr', 'redshift', 'excel', 'power_bi', 'spss']"
8685,,
8686,,['word']
8687,,
8688,,['sql']
8689,,[]
8690,,
8691,,
8692,,
8693,,
8694,,
8695,,[]
8696,,"['snowflake', 'looker', 'sql']"
8697,,['c']
8698,,['c']
8699,,"['t-sql', 'asp.net', 'no-sql', 'azure', 'sql', 'github', 'c']"
8700,,
8701,,"['gcp', 'alteryx', 'python', 'power_bi', 'looker', 'azure', 'tableau', 'r', 'aws', 'java', 'sql']"
8702,,"['excel', 'tableau', 'sql']"
8703,,
8704,,['sap'
8705,,
8706,,
8707,,
8708,,"['looker', 'matplotlib', 'go', 'tableau', 'sql']"
8709,,"['go', 'tableau', 'sql', 'excel']"
8710,,[]
8711,,"['spark', 'pyspark', 'snowflake', 'python', 'go', 'azure', 'sql']"
8712,,"['spark', 'pyspark', 'snowflake', 'python', 'go', 'azure', 'sql']"
8713,,"['spark', 'pyspark', 'snowflake', 'python', 'go',"
8714,,
8715,,[]
8716,,
8717,,"['azure', 'spark', 'python', 'java', 'sql', 'aws']"
8718,,['sap']
8719,,"['hadoop', 'spark', 'python', 'azure', 'linux', 'tableau', 'r', 'java', 'sql']"
8720,,"['hadoop', 'python', 'scala', 'tableau', 'r', 'java', 'c++', 'sql']"
8721,,[]
8722,,
8723,,
8724,,
8725,,
8726,,['sql']
8727,,"['snowflake', 'ssis', 'sql']"
8728,,"['snowflake', 'ssis', 'sql']"
8729,,"['vba', 'alteryx', 'sap', 'sas', 'python', 'r', '"
8730,,"['bigquery', 'word', 'dax', 'excel', 'power_bi', 'powerpoint', 'looker', 'sql']"
8731,,
8732,,"['dax', 'snowflake', 'power_bi', 'sql']"
8733,,"['js', 'typescript', 'shell', 'javascript', 'python', 'jira', 'jquery', 'sql', 'github']"
8734,,"['azure', 'jira', 'sql']"
8735,,"['azure', 'jira', 'sql']"
8736,,[]
8737,,
8738,,"['python', 'sql']"
8739,,['sql']
8740,,"['python', 'sql']"
8741,,"['crystal', 'power_bi', '"
8742,,
8743,,"['pyspark', 'airflow', 'redshift',"
8744,,"['alteryx', 'sap']"
8745,25Ð30 an hour,
8746,28Ð35 an hour,"['snowflake', 'excel', 'sql']"
8747,30Ð37 an hour,
8748,45Ð48 an hour,"['excel', 'powerpoint', 'tableau', 'sql']"
8749,50Ð60 an hour,"['js', 'snowflake', 'python', 'r', 'sql']"
8750,50Ð63 an hour,['ta
8751,55Ð57 an hour,
8752,,
8753,60Ð70 an hour,"['python', 'sql', 'c']"
8754,61Ð70 an hour,
8755,65Ð75 an hour,"['hadoop', 'snowflake', 'power_bi', 'sap', 'aws', 'sql']"
8756,55KÐ65K a year,
8757,55KÐ65K a year,
8758,80KÐ90K a year,"['python', 'power_bi', 'tableau', 'sql']"
8759,90KÐ110K a year,['power_bi']
8760,90KÐ110K a year,"['power_bi', 'tabl"
8761,90KÐ115K a year,
8762,95KÐ100K a year,"['qlik', 'excel', 'power_bi', 'tableau']"
8763,95KÐ100K a year,"['qlik', 'excel', 'power_bi', 'tableau']"
8764,100KÐ140K a year,
8765,110KÐ180K a year,"['snowflake', 'jira', 'sql', 'c']"
8766,140KÐ180K a year,['python
8767,180KÐ200K a year,"['pyspark', 'spark', 'python', 'airflow"
8768,,"['python', 'sql', 'excel', 'aws']"
8769,,"['spark', 'shell', 'snowflake', 'python', 'azure', 'bash', 'sql', 'github']"
8770,,
8771,,"['hadoop', 'sql']"
8772,,
8773,,"['excel', 'power_bi', 'r', 'sql']"
8774,,"['excel', 'sap']"
8775,,"['excel', 'sap']"
8776,,"['excel', 'sql']"
8777,,"['excel', 'sql']"
8778,,['sql']
8779,,"['sas', 'python', 'r', 'word']"
8780,,[]
8781,,
8782,,
8783,,
8784,,"['spark', 'python', 'r', 'tensorflow', 'scala', 'sql', 'nosql']"
8785,,
8786,,"['python', 'excel', 'tableau', 'sql']"
8787,,"['python', 'excel', 'tableau', 'sql']"
8788,,"['python', 'excel', 'tableau', 'sql']"
8789,,
8790,,
8791,,
8792,,
8793,,"['spark', 'python', 'power_bi', 'scala', 'r', 'java', 'sql']"
8794,,"['linux', 'pl/sql', 'perl', 'sql']"
8795,,[]
8796,,"['excel', 'powerpoint', 'tableau']"
8797,,"['linux', 'pl/sql', 'perl', 'sql']"
8798,,"['visual_basic', 'vba', '"
8799,,
8800,,['crystal']
8801,,"['alteryx', 'tableau', 'sql']"
8802,,"['alteryx', 'tableau', 'sql']"
8803,,"['spark', 'pyspark', 'python', 'scala', 'aws', 'java', 'sql']"
8804,,
8805,,
8806,,"['power_bi', 'excel', 'azure', 'tableau', 'aws', 'sql']"
8807,,"['power_bi', 'excel', 'powerpoint', 'jira', 'tablea"
8808,,
8809,,['sql']
8810,,[]
8811,,"['aws', 'sql']"
8812,,
8813,,
8814,,[]
8815,,
8816,,
8817,,
8818,,
8819,,"['spark', 'python', 'r', 'aws', 'sas', 'sql']"
8820,,
8821,,[]
8822,,
8823,,
8824,,['sql']
8825,,"['tableau', 'sql']"
8826,,"['python', 'r', 'sql']"
8827,,"['hadoop', 'spark', 'python', 'tableau', 'java', 'c++', 'sql', 'c']"
8828,,['gdpr']
8829,,[]
8830,,
8831,,
8832,,
8833,,"['sql', 'excel']"
8834,,
8835,,
8836,,
8837,,
8838,,
8839,,"['outlook', 'word', 'sql', 'snowflake', 'excel']"
8840,,"['sas', 'python', 'r', 'tableau', 'sql', 'gdpr', 'redshift', 'excel', 'power_bi', 'spss']"
8841,,
8842,,
8843,,"['python', 'sql']"
8844,,"['sas', 'sql', 'excel', 'spss']"
8845,,"['outlook', 'jupyter', 'python', 'airflow', 'tableau', 'sql']"
8846,,
8847,,
8848,,
8849,,"['spark', 'python', 'keras', 'r', '"
8850,,
8851,,"['pandas', 'power_bi', 'python', 'looker', 'scikit-learn', 'git', 'airflow', 'jira', 'tableau', 'sql', 'nu"
8852,,
8853,,
8854,,
8855,,['excel']
8856,,"['excel', 'sql']"
8857,,"['qlik', 'python', 'power_bi', 'tableau', 'sql']"
8858,,"['python', 'tableau', 'sql']"
8859,,
8860,,"['spark', 'power_bi', 'python', 'scala', 'r', 'java', 'sql']"
8861,,"['mysql', 'snowflake', 'aws', 'sql']"
8862,,"['excel', 'powerpoint', 'sharepoint', 'sap']"
8863,,[]
8864,,[]
8865,,[]
8866,,
8867,,
8868,,"['t-sql', 'snowflake', 'python', 'ssis', 'sql']"
8869,21Ð25 an hour,
8870,,
8871,45Ð50 an hour,"['microstrategy', 'sql']"
8872,45Ð55 an hour,"['excel', 'sql', 'c']"
8873,50Ð60 an hour,['excel']
8874,50Ð75 an hour,['bigque
8875,50Ð75 an hour,['bigque
8876,,
8877,45KÐ50K a year,['sql']
8878,85KÐ110K a year,['spreadsheet']
8879,130KÐ140K a year,"['gcp', 'python', 'sql']"
8880,135KÐ175K a year,"['python', 'r"
8881,,[]
8882,,"['outlook', 'word', 'excel']"
8883,,[]
8884,,
8885,,
8886,,"['hadoop', 'spark', 'python', 'r', 'microstrategy', 'tableau', 'sql']"
8887,,"['mysql', 'visio', 'sql']"
8888,,
8889,,
8890,,"['python', 'excel', 'power_bi', 'powerpoint', 'spss', 'spreadshe"
8891,,"['excel', 'sql']"
8892,,"['alteryx', 'sap', 'python', 'r', 'sql']"
8893,,"['python', 'excel', 'microstrategy', 'tableau', 'r']"
8894,,
8895,,"['powerpoint', 'tableau']"
8896,,"['ssrs', 'looker', 'microstrategy', 'tableau', 'sql', 'snowflake']"
8897,,
8898,,
8899,,
8900,,
8901,,
8902,,
8903,,"['alteryx', 'sap',"
8904,,
8905,,
8906,,['crystal']
8907,,
8908,,
